speech,labels
"[ 0.08647357  0.10624391  0.10898085  0.10379388  0.10952419  0.10940922
  0.22319857  2.60913227  8.69022631 45.09365535 74.47134212 49.78944609
 24.27193739  1.16636907  0.71664526  0.38521347  1.5700132   2.820625
  3.85001042 16.19082255 29.92271776 22.67950286  6.61490726  6.26397321
 15.47390628  9.97579374  3.99774957  3.95383144  2.31738299  0.67739861
  0.70061198  1.47519833  1.95215423  1.15213364  0.37618843  1.49431968
  5.20426763  9.62881849  5.05564051  0.87896789  6.00065085  5.82300612
  1.04528904  0.89540518  1.07672372  1.36661733  1.2494217   1.2897791
  1.55841113  3.5694963   1.23625732  0.34211897  0.23308149  0.34862192
  0.87336259  0.4694822   0.27404458  0.30739358  0.27907022  0.47275004
  0.81363162  0.71587935  0.14671807  0.46531227  3.22968352  3.72276416
  0.87417043  0.36682411  0.49523817  1.31711531  1.21744476  0.28302846
  0.30747423  0.41915852  0.26722241  0.12609047  0.10170616  0.16270249
  0.18522956  0.13651687  0.18725929  0.16421713  0.13502815  0.1271144
  0.1475329   0.12027635  0.10668343  0.10628907  0.12639137  0.15846182
  0.1659305   0.14617578  0.1041852   0.09511206  0.09407762  0.097783
  0.09100826  0.09157981  0.09637476  0.09536475  0.10188988  0.10392626
  0.10552673  0.09914033  0.0955619   0.08854117  0.1099674   0.10146987
  0.09962141  0.11366032  0.11363249  0.10767409  0.09662567  0.09897993
  0.09263627  0.10367778  0.094029    0.09220437  0.08575468  0.09606708
  0.10296555  0.0983813   0.08967254  0.09182629  0.0913323   0.09519026
  0.08906315  0.08781519]",fear
"[2.11391686e-02 2.40473976e-02 2.79449747e-02 3.43297181e-02
 6.88413762e-02 2.73586517e-01 4.61839834e+00 2.64075952e+01
 3.96733926e+00 3.31219665e-01 6.48119768e-01 5.89347248e-01
 7.30084573e-01 1.56678739e+00 2.92040625e+00 5.14924115e+00
 1.32109249e+00 6.88980859e-01 3.34949197e-01 2.62086017e-01
 1.94926811e-01 1.86912081e-01 9.71701450e-02 2.16496100e-01
 6.55375495e-01 9.94598180e-01 9.06417130e-01 1.06257468e+00
 4.25556920e-01 1.19325895e-01 1.05880247e-01 4.62038531e-01
 9.70490500e-01 4.67361910e-01 1.89409229e-01 6.36826447e-01
 2.01363763e+00 2.98345099e+00 3.99349998e+00 5.80661009e+00
 3.65883347e+00 2.65267088e+00 5.76406748e+00 2.62642437e+00
 2.48339513e+00 4.94662667e+00 3.23659935e+00 1.54235047e+00
 1.02536378e+00 4.73322587e-01 4.61183066e-01 2.86123174e-01
 4.07857399e-01 2.71504459e-01 1.58244707e-01 5.69641882e-02
 6.39108054e-02 4.69029172e-02 5.43866676e-02 3.82605362e-02
 6.34210698e-02 5.50234949e-02 6.02597305e-02 8.56380321e-02
 1.47010676e-01 1.45014356e-01 1.63641997e-01 1.41677289e-01
 1.67526759e-01 1.31291984e-01 1.04822525e-01 8.91756997e-02
 9.08561371e-02 5.08766446e-02 3.24908930e-02 3.58874129e-02
 3.66152517e-02 6.08089214e-02 5.55516497e-02 3.31194585e-02
 3.85838193e-02 3.80639616e-02 3.57363537e-02 5.24391141e-02
 6.99762293e-02 4.60668079e-02 4.92339056e-02 5.35630411e-02
 4.86421489e-02 5.31270873e-02 5.01007226e-02 1.02396115e-01
 5.74371518e-02 3.11893111e-02 2.73025686e-02 2.43270173e-02
 2.40903584e-02 2.44803206e-02 2.56823401e-02 2.94404087e-02
 3.10366165e-02 3.60957760e-02 3.58253576e-02 4.00325583e-02
 3.36046287e-02 3.01758288e-02 5.84198604e-02 4.61973801e-02
 3.26530699e-02 4.25948115e-02 4.85748295e-02 2.81606803e-02
 2.33741457e-02 2.52889524e-02 2.49791454e-02 2.59104989e-02
 2.45745534e-02 2.48581657e-02 2.48356073e-02 2.49509087e-02
 2.54088538e-02 2.46186890e-02 2.44882713e-02 2.48462693e-02
 2.45186331e-02 2.50522381e-02 2.50274959e-02 2.31375904e-02]",disgust
"[ 0.03131475  0.035573    0.03496325  0.02960127  0.03406286  0.33208483
  1.48730575  3.89851264  2.25628026  1.79069962  0.58293114  0.14880349
  1.02945181  3.23090293  6.64776161  3.42909826  1.48581836  1.44808904
  2.21244399  5.99024554  2.45571823  0.84694742  0.18969213  0.22431128
  0.62277977  0.86798231  2.3222624   3.31375155  0.52341791  0.21846099
  0.19431691  0.84420473  1.27078716  0.77723336  0.55189464  0.4493502
  3.48473823 16.35162516 10.89481012  6.94261685  4.55767147  3.06478876
  2.49919463  2.25469231  3.99452262  2.80415676  3.2977742   3.24933771
  0.81011146  0.66848668  0.67730095  0.20926588  0.64350113  0.39171269
  0.18181275  0.23989497  0.40991365  0.25274615  0.09902098  0.14050938
  0.40047104  0.17776041  0.47698197  0.51810237  0.4791724   0.42761662
  0.46936864  0.81647431  1.34095414  0.9239012   0.55027856  0.63064417
  0.42731076  0.10713548  0.04613755  0.05030909  0.05016576  0.06085995
  0.10839338  0.10197168  0.04137739  0.03814288  0.03650604  0.046225
  0.05822897  0.06027569  0.08797467  0.14180067  0.10255086  0.13651584
  0.15253325  0.11989566  0.05044467  0.03530877  0.03291737  0.02961642
  0.03011988  0.03090535  0.03234184  0.03215001  0.03127152  0.03503341
  0.04198556  0.03858634  0.03780503  0.03483992  0.03307368  0.0319969
  0.03703772  0.03749156  0.03331889  0.03319678  0.03316615  0.03172743
  0.03322335  0.03224551  0.03155465  0.03063556  0.03152243  0.03098047
  0.03156882  0.03114664  0.03103049  0.03133533  0.03100172  0.03037951
  0.03177965  0.03190992]",disgust
"[ 0.03202223  0.03097905  0.0359441   0.03634001  0.05013008  0.71587037
  3.39926934  9.41455658 11.15583246 12.703817    3.59131635  2.53269246
  8.75921418 21.59554985 26.0232341   3.38939633  0.8341223   0.76350977
  0.87872591  2.78115032  1.07791318  0.57485438  0.27849181  0.4622102
  0.79684109  0.85447906  1.56908119  2.45487741  0.77944624  0.76040769
  0.47597513  0.5426192   0.19862873  0.21949116  0.3724641   0.51293913
  1.07439813  2.08913842  2.21075674  3.03469259  1.97231876  0.73014692
  0.53231787  0.585472    0.79432782  0.86517299  1.33861835  1.45656863
  0.68925895  0.52982987  0.35585502  0.12081109  0.2633548   0.28612518
  0.14332633  0.10816916  0.14584448  0.08861421  0.04492484  0.05344472
  0.19134527  0.11211776  0.10251775  0.11962092  0.14406679  0.12266772
  0.12543632  0.13156384  0.11472831  0.12974767  0.13491978  0.1194916
  0.13113217  0.0628625   0.03632206  0.04053514  0.04026562  0.03501689
  0.03444258  0.04036013  0.03604897  0.03300534  0.04064712  0.09353272
  0.19337358  0.19624627  0.13821252  0.1652162   0.07191964  0.07385097
  0.08683285  0.07246134  0.05008162  0.03995303  0.03603105  0.03283421
  0.03621046  0.03574384  0.03698631  0.04779148  0.04759533  0.03679727
  0.03849847  0.03660725  0.03755856  0.04484968  0.0426528   0.04038039
  0.03510594  0.03485218  0.03309033  0.03175782  0.0354634   0.03165609
  0.03144259  0.02893994  0.02891833  0.03194584  0.03139152  0.03041819
  0.03194092  0.02916399  0.0315674   0.03349633  0.03318777  0.0310951
  0.03019029  0.0315803 ]",surprised
"[ 0.07350359  0.0706128   0.08204543  0.07360804  0.08158411  0.2770166
  1.68665471 12.33752111 18.98551011  9.8388172  12.65928075 13.89377468
 11.08790962 13.9243485  15.78574505  9.60775891  9.21908235  9.88623728
  6.13857619  8.36429778  9.27630752  5.90873892  3.40991986  1.0648591
  1.36742418  1.31952206  3.37707356  6.51944008  2.85436309  1.55134317
  1.43179924  2.46833379  2.46318215  1.86738873  1.51297575  2.24402215
  6.08516038 13.23624006 15.51380245 13.9692146  10.58647839  6.25732148
  4.2032452   4.57747708  7.65141675  3.71590727  3.10042238  2.30756716
  1.1975762   0.77051057  0.42169584  0.20499073  0.68630255  1.05888766
  0.80178622  0.4469752   0.66511697  0.77835456  0.41721076  0.16503252
  0.23468777  0.41990764  0.33565279  0.41807209  0.43848696  0.35106418
  0.369132    0.52890872  0.44240198  0.24930837  0.2836969   0.36766196
  0.31435371  0.12163823  0.07886457  0.07427455  0.15477258  0.14043611
  0.13879924  0.15825795  0.14363606  0.19939739  0.20116366  0.17090698
  0.1383294   0.14854585  0.15918738  0.19112595  0.18961752  0.24564524
  0.24066123  0.16938164  0.08303835  0.09372711  0.07590478  0.072769
  0.07285143  0.06751696  0.0672956   0.070701    0.08181515  0.0819573
  0.08899519  0.07749069  0.07567701  0.07969337  0.09376901  0.12173436
  0.09081408  0.07558528  0.07951203  0.07552272  0.08453694  0.08504884
  0.07702212  0.07153381  0.06969948  0.06732805  0.07551869  0.07940503
  0.07324913  0.07318834  0.07287977  0.07442064  0.07612526  0.07510455
  0.0705167   0.07002402]",surprised
"[7.44434248e-04 1.41816982e-03 1.11656752e-03 1.17211509e-03
 4.39418433e-03 5.85612245e-02 5.02259254e-01 1.32215083e+00
 3.47285485e+00 3.50166917e+00 2.24154034e+01 2.81180401e+01
 6.29585743e+00 1.23995650e+00 1.55111086e+00 3.64278644e-01
 1.27390170e+00 1.59219885e+00 1.92314535e-01 1.95845291e-01
 2.41875321e-01 1.77814856e-01 4.33427274e-01 2.64943147e+00
 3.20352292e+00 3.08929610e+00 4.72791672e+00 3.00076485e+00
 4.26422209e-01 2.57493854e-01 8.65660682e-02 4.64173928e-02
 2.12234631e-02 4.81158569e-02 8.51149261e-01 1.98830330e+00
 8.51861095e+00 5.02563620e+00 9.44605708e-01 1.28984466e-01
 6.83187395e-02 8.39243233e-02 1.10776758e+00 5.88520098e+00
 6.66026354e+00 1.53106332e+00 2.96731651e-01 2.50617892e-01
 8.37463558e-01 2.27692008e+00 1.52557671e+00 6.72345519e-01
 1.24274768e-01 1.40426001e-02 7.33342990e-02 7.24040791e-02
 1.91201642e-02 1.14567410e-02 3.69939767e-02 2.44056229e-02
 1.24210432e-01 5.21166801e-01 1.09453189e+00 3.60541523e-01
 1.97488219e-01 1.78640664e-01 6.76054955e-02 2.95601990e-02
 6.81186095e-02 2.36649871e-01 4.80130948e-02 1.83323026e-02
 4.47056964e-02 9.56813097e-02 7.24877324e-03 3.79797034e-02
 3.91262956e-02 1.65586472e-02 2.87313610e-02 3.18287276e-02
 5.24585731e-02 1.21816233e-01 1.47685140e-01 8.21789429e-02
 7.21683279e-02 7.41138607e-02 5.05497754e-02 4.06563655e-02
 4.65304740e-02 2.09688507e-02 1.37952473e-02 1.37253394e-02
 6.99546933e-03 1.19671663e-02 5.01829758e-03 3.20022926e-04
 6.94076647e-04 2.52337707e-03 5.37209446e-03 8.16982519e-03
 9.45486315e-03 3.44128883e-03 2.01746146e-03 2.42475979e-03
 2.41992204e-03 1.66613574e-03 5.83591347e-04 4.85203695e-04
 2.52490892e-04 2.87079415e-03 1.35727169e-03 4.43127472e-04
 1.93775084e-03 1.28059485e-03 6.77568198e-04 2.65078968e-04
 9.17035504e-05 3.07683309e-04 2.72559904e-04 3.64432490e-04
 2.92243203e-04 2.95800593e-04 4.51245200e-04 1.60503958e-04
 2.02702708e-04 1.20117111e-04 4.57135684e-05 3.31412321e-06]",happiness
"[1.49842934e-03 2.13403720e-03 1.62897818e-03 4.36250400e-03
 1.95547175e-02 1.06021062e-01 1.47248197e+00 8.32028484e+00
 1.35746508e+01 8.00857925e+00 1.25675793e+01 1.99418983e+01
 2.07259388e+01 6.80134392e+00 4.03172016e+00 3.87011576e+00
 3.28042603e+00 2.87478757e+00 6.77365243e-01 1.26996386e+00
 5.87232351e+00 5.03270245e+00 1.68649197e+00 2.18987370e+00
 2.09681797e+00 9.88120937e+00 9.24023247e+00 9.58896446e+00
 2.26540041e+00 6.02138817e-01 1.30576476e-01 3.08429509e-01
 2.76396006e-01 2.00201082e+00 1.25556192e+01 9.70324039e+00
 2.73283839e+00 1.39252484e+00 1.21018231e+00 3.19815993e+00
 1.04492557e+00 1.54369855e+00 4.73776722e+00 1.59047806e+00
 1.03634632e+00 5.98093033e+00 2.04429531e+00 8.32157910e-01
 1.37971008e+00 1.34789681e+00 2.40511596e-01 3.22426081e-01
 1.65119871e-01 5.54976106e-01 2.16418982e+00 1.13550401e+00
 1.80262312e-01 4.21243191e-01 8.47420216e-01 6.59677029e-01
 7.80283034e-01 1.19031620e+00 4.91980731e-01 6.11134350e-01
 1.24704838e+00 1.86050785e+00 7.00445414e-01 2.90078819e-01
 2.37502709e-01 1.45650342e-01 2.34062389e-01 1.66456863e-01
 4.35142256e-02 3.39637324e-02 7.58630782e-02 1.49050519e-01
 1.33546859e-01 1.97091877e-01 1.51585892e-01 1.05199434e-01
 2.79071152e-01 1.37560993e-01 7.28680119e-02 9.08323154e-02
 6.75193146e-02 4.32826839e-02 8.59918594e-02 1.30975604e-01
 9.83811691e-02 1.57813460e-01 1.54126212e-01 1.12646684e-01
 6.78321943e-02 2.76357923e-02 2.02476326e-02 1.18691530e-02
 8.62908922e-03 5.29290782e-03 3.11236409e-03 8.71222187e-03
 6.52678590e-03 4.97926027e-03 3.58400727e-03 3.40896007e-03
 1.01081235e-02 1.22816525e-02 1.34224342e-02 4.11785254e-03
 1.59104087e-03 1.92834355e-03 2.35516927e-03 5.26731648e-03
 9.21372697e-03 5.80025511e-03 1.37195759e-03 1.14731607e-03
 1.33525138e-03 1.05447869e-03 1.17949804e-03 5.25325863e-03
 1.12117538e-02 4.07656515e-03 1.67059898e-03 1.52475049e-03
 6.65779400e-04 9.26061068e-04 8.39701621e-04 8.04275478e-05]",happiness
"[2.27297470e-03 3.20871104e-03 5.59974322e-03 1.27547849e-02
 2.69529019e-02 5.90005927e-02 2.70242953e+00 6.92033768e+00
 1.75121498e+01 2.85669441e+01 1.48541021e+01 4.24077272e+00
 9.66697261e-02 5.07188022e-01 8.61786425e-01 1.02415390e-01
 2.81621188e-01 8.34058449e-02 1.29157588e-01 1.55180573e-01
 1.61881804e-01 4.81157035e-01 1.08899012e-01 4.38974649e-02
 1.69981837e-01 2.07612887e-01 1.12868235e-01 7.04289228e-02
 1.77971795e-01 1.14587478e-01 6.40182523e-03 4.54896968e-03
 3.18092629e-02 1.81364119e-01 2.74091393e-01 9.78525937e-01
 3.39391756e+00 1.00786316e+00 3.97645205e-01 4.21435446e-01
 1.67203471e-01 1.50582820e-01 5.41518629e-01 6.86980784e-01
 1.57425284e-01 1.19939215e-01 7.41282254e-02 4.17492837e-02
 6.21954128e-02 2.50729680e-01 1.42917305e-01 3.83771807e-02
 3.96141000e-02 2.63998006e-02 5.17713353e-02 3.57674472e-02
 5.23907505e-03 1.43328309e-02 2.29662266e-02 2.13585533e-02
 1.82352196e-02 1.23901637e-02 1.67540070e-02 2.89038755e-02
 4.70126383e-02 4.62330244e-02 2.00965274e-02 1.50924036e-02
 1.29148448e-02 1.34289591e-02 1.31551512e-02 1.06567824e-02
 3.54699208e-03 3.57291632e-04 6.78539800e-04 7.08933338e-04
 1.00451764e-02 9.63078365e-02 1.46751061e-01 7.19068274e-02
 5.84668443e-02 6.89689294e-02 6.93884492e-02 1.55013010e-01
 1.88832983e-01 8.01603720e-02 3.52245942e-02 3.69068086e-02
 1.67403370e-02 1.24700377e-02 7.86654931e-03 9.66215972e-03
 1.76616739e-02 1.99801791e-02 1.81188043e-02 1.33696971e-02
 8.80720932e-03 6.52389880e-03 3.94568406e-03 1.63603947e-02
 3.76320519e-02 1.53963724e-02 4.30199783e-03 6.41364139e-03
 2.86763962e-02 3.81794572e-02 8.03865399e-03 1.06262544e-03
 3.62351467e-03 6.40816428e-03 4.85469215e-03 3.19672306e-03
 5.12113422e-03 3.43998824e-03 1.93729915e-03 4.25280217e-04
 1.88784921e-04 3.89128400e-04 1.02264853e-03 1.02154631e-03
 1.36592519e-03 1.57153944e-03 5.20867761e-04 3.46685556e-04
 4.20492142e-04 2.60865956e-04 1.59026647e-04 2.50251942e-05]",sadness
"[6.00690197e-04 8.13722785e-04 1.04317197e-03 8.38908926e-03
 1.43453581e-02 2.20297575e-02 4.26148862e-01 7.91532946e+00
 5.57463598e+00 1.11015297e-01 2.95981783e-02 2.97848489e-02
 2.59584580e-02 4.76811737e-01 5.08476913e-01 1.00277758e+00
 2.73004198e+00 4.34736639e-01 2.62173079e-02 4.70906217e-03
 8.04418139e-03 4.82626725e-03 1.46635307e-03 4.11437638e-02
 5.74520230e-01 2.36037359e-01 8.75915140e-02 2.84832660e-02
 6.23975880e-03 2.55029975e-03 2.14271341e-03 2.08387561e-02
 2.00304580e+00 2.16714406e+00 7.43045658e-02 1.49650667e-02
 2.02284027e-02 5.20099141e-02 9.87686142e-02 2.05378667e-01
 5.07470131e+00 8.79259109e+00 7.63846159e-01 3.32283750e-02
 1.92637108e-02 1.64229162e-02 2.11082995e-02 5.18932819e-01
 4.69116747e-01 2.03930050e-01 3.90282162e-02 2.76244571e-03
 4.39609867e-03 1.07890241e-01 6.17702603e-02 2.51617772e-03
 4.14464204e-03 5.54484967e-03 2.65885741e-02 1.48310121e-02
 2.17135772e-02 1.25856800e-02 1.59860216e-02 1.71603486e-02
 1.90044772e-02 2.66696587e-02 2.44840458e-02 2.65967958e-02
 3.55102681e-02 2.37423666e-02 3.15850303e-02 2.15304065e-02
 1.66053940e-02 1.53931957e-02 2.23616324e-03 2.22243089e-03
 2.71166023e-02 3.37313972e-02 7.84395542e-03 1.90071203e-02
 2.99445186e-02 6.23636600e-03 6.67591300e-03 5.41349128e-03
 5.90549270e-03 1.08489068e-02 1.03514455e-02 1.94969177e-02
 1.67331733e-02 1.70416012e-02 1.89708266e-02 2.59041972e-02
 1.04271919e-02 4.53075022e-03 2.03426136e-03 9.05159279e-04
 4.11276415e-04 4.96696972e-04 1.20316166e-03 2.72731832e-03
 1.08643351e-02 2.35931128e-02 2.66371276e-02 1.68600585e-02
 8.51298496e-03 5.97150670e-03 9.33949277e-03 7.20957294e-03
 3.51807964e-03 1.44198695e-02 3.15959454e-02 2.61926074e-02
 4.07346478e-03 2.56892387e-03 5.73980622e-03 2.79825926e-03
 1.31950725e-03 3.44717503e-03 4.01094137e-03 3.45033687e-03
 1.18783191e-02 1.48819191e-02 8.78309086e-03 4.48419247e-03
 8.63264257e-04 3.98643664e-04 5.38664637e-04 1.06781983e-04]",sadness
"[6.75796531e-04 1.23181450e-03 1.88868970e-03 3.72392288e-03
 1.62774455e-02 4.55085635e-01 5.05618620e+00 2.80445175e+01
 1.49910564e+01 2.26524973e+00 1.36341262e+00 4.00122374e-01
 9.24642265e-01 4.27121973e+00 4.34910107e+00 3.32008648e+00
 1.04220152e+00 2.77544022e-01 1.33515611e-01 4.81934100e-01
 7.60422766e-01 1.95717916e-01 3.95744108e-02 2.98216753e-02
 1.30334180e-02 1.23183176e-01 2.09061742e+00 4.22243404e+00
 2.56553918e-01 2.02796429e-01 1.84826553e-01 1.36834711e-01
 6.85414821e-02 7.25981742e-02 8.15488920e-02 1.33385003e-01
 4.62410182e-01 1.52865005e+00 2.15595627e+00 1.32490027e+00
 5.82666814e-01 2.95940876e-01 1.87949121e-01 7.60147274e-02
 7.92055950e-02 1.76814884e-01 2.23808140e-01 2.98949361e-01
 4.08135772e-01 1.61281556e-01 1.12977080e-01 5.58905751e-02
 2.27318391e-01 1.15165204e-01 2.39870567e-02 1.31611871e-02
 5.58833405e-02 3.69666703e-02 1.10491449e-02 1.45442989e-02
 1.27043694e-01 9.58359092e-02 5.97271547e-02 3.53697091e-01
 2.79358417e-01 3.75090614e-02 3.44942302e-01 1.23367870e+00
 1.78579703e-01 1.50578216e-01 7.08828926e-01 3.12403828e-01
 6.54733777e-02 9.79815647e-02 5.19442745e-03 1.52773848e-02
 1.54439416e-02 3.44296508e-02 7.19192550e-02 2.95005478e-02
 1.49654010e-02 3.28678153e-02 5.60902618e-02 6.19820803e-02
 9.07403976e-02 4.12915170e-01 2.44885951e-01 1.43472657e-01
 8.05145949e-02 9.41745862e-02 5.66541478e-02 3.77968773e-02
 1.01226708e-02 8.91141035e-03 7.50231417e-03 9.08618793e-03
 4.20586998e-03 9.40352026e-03 2.80054025e-02 2.01773010e-02
 1.56644508e-02 1.09618464e-02 1.69073027e-02 1.10872341e-02
 2.11017430e-02 1.54157933e-02 7.78271817e-03 1.26142602e-03
 1.70908310e-03 4.17841412e-03 5.55235846e-03 2.94570508e-03
 2.69025145e-03 2.26800586e-03 6.29699847e-04 5.13170904e-04
 9.29967267e-04 6.33082294e-04 6.86526299e-04 1.10622705e-03
 8.92680429e-04 7.15972274e-04 4.63702920e-04 3.12692166e-04
 3.97818134e-04 4.03264101e-04 1.71449443e-04 9.04370336e-06]",anger
"[6.70229085e-03 2.16184813e-03 3.88853392e-03 8.74155574e-03
 1.85318310e-02 3.92501354e-01 3.10420728e+00 8.09514332e+00
 1.21535206e+01 1.52012873e+01 6.54402781e+00 1.16341953e+01
 1.51667738e+01 2.10273743e+01 2.88875828e+01 2.21109986e+00
 1.29074979e+00 2.38143110e+00 2.14653587e+00 4.09360552e+00
 3.41442704e+00 2.26603031e+00 1.56080079e+00 2.73566866e+00
 3.02447987e+00 1.30391109e+00 9.09115613e-01 4.55215359e+00
 2.47652411e+00 1.14815295e+00 7.86694944e-01 1.11323166e+00
 8.73366594e-01 1.38254797e+00 2.06499863e+00 2.21497440e+00
 5.38603497e+00 1.03783121e+01 1.36831627e+01 1.73816528e+01
 9.32064915e+00 6.18915129e+00 3.28709364e+00 2.82569456e+00
 2.22896576e+00 1.98326647e+00 2.61955976e+00 1.44777660e+01
 8.05171680e+00 1.11352158e+00 4.60260183e-01 1.69760764e-01
 5.02510428e-01 3.37604761e-01 3.02532703e-01 2.89240241e-01
 1.72312826e-01 1.07532285e-01 2.47303262e-01 5.25410831e-01
 1.15533483e+00 2.46558994e-01 1.71248227e-01 4.75102395e-01
 7.98039556e-01 4.68765408e-01 5.59723616e-01 1.34123755e+00
 5.54703116e-01 1.98249981e-01 5.97404063e-01 3.99360657e-01
 1.63323194e-01 1.02479234e-01 2.20589429e-01 3.65417689e-01
 1.90023631e-01 1.43455043e-01 1.11075759e-01 7.96598569e-02
 1.26444742e-01 2.55622417e-01 2.53982335e-01 3.88553202e-01
 8.55781257e-01 4.73379612e-01 4.30184394e-01 1.68214574e-01
 2.20444262e-01 1.81967765e-01 2.55620837e-01 1.72436610e-01
 1.00774392e-01 3.16305123e-02 1.49991941e-02 3.58471237e-02
 2.55306512e-02 2.68203672e-02 2.40239762e-02 2.09353883e-02
 1.48163550e-02 1.46303335e-02 2.26679314e-02 2.79494245e-02
 3.37446891e-02 2.55244952e-02 1.99151505e-02 1.28780277e-02
 1.91600043e-02 1.40030095e-02 1.06506711e-02 7.34648155e-03
 1.08182058e-02 5.90055482e-03 4.20981040e-03 4.42148186e-03
 3.98127874e-03 3.25782644e-03 3.08046071e-03 3.25790606e-03
 3.15892720e-03 2.73700966e-03 2.44324189e-03 2.58346810e-03
 2.67782458e-03 3.12338234e-03 2.17731553e-03 2.65052397e-04]",anger
"[1.02389150e-03 1.68595277e-03 3.38066951e-03 6.41020155e-03
 2.24514604e-02 5.57551160e-02 1.14785314e-01 2.32163763e+00
 1.28557329e+01 1.37704706e+01 9.09056723e-01 1.85089841e-01
 2.21874744e-01 3.66211146e-01 3.87138814e-01 2.51103401e-01
 7.63206542e-01 3.62498188e+00 7.91018009e-01 1.92125723e-01
 1.73080817e-01 1.99852958e-01 5.16515486e-02 6.96069375e-02
 2.37215549e-01 4.52062905e-01 2.10534644e+00 1.25012124e+00
 1.13922395e-01 2.45077666e-02 6.65137451e-03 1.12569295e-02
 2.95946933e-02 2.51276381e-02 4.31730486e-02 8.14827010e-02
 1.60437480e-01 1.84333786e-01 1.99132293e-01 1.06590636e-01
 1.10224366e-01 6.48414493e-02 1.03197850e-01 3.92209470e-01
 4.49500054e-01 2.63411045e-01 2.66507566e-01 2.27295652e-01
 7.55987391e-02 6.80362806e-02 1.09206147e-01 7.39773884e-02
 6.47757798e-02 3.49639021e-02 1.37574822e-02 7.48775015e-03
 4.19589356e-02 2.30538547e-02 4.53909626e-03 9.32031777e-03
 6.34615645e-02 9.27050784e-02 5.88779338e-02 5.56406155e-02
 1.32450119e-01 1.93335488e-01 1.57014027e-01 1.05709255e-01
 1.27194077e-01 7.16862157e-02 7.21423253e-02 3.80501524e-02
 3.60034518e-02 8.91398545e-03 3.94277973e-04 3.30088101e-03
 4.93927253e-03 9.01315268e-03 4.61977720e-03 1.83164550e-03
 2.27176608e-03 1.43683364e-03 1.19186018e-03 6.17612805e-03
 1.11045931e-02 1.30778858e-02 1.54156005e-02 1.29459407e-02
 1.10453675e-02 7.75998645e-03 8.22571293e-03 8.17137491e-03
 6.01314614e-03 3.20285186e-03 1.51860493e-03 8.00323440e-04
 4.15755523e-04 3.28019232e-04 1.37928396e-03 6.84149796e-03
 5.68728289e-03 3.01560969e-03 4.47474001e-03 2.56692176e-03
 1.30446418e-03 1.07147486e-03 1.99842709e-03 1.68790878e-03
 7.97828252e-04 1.87703653e-03 2.53309100e-03 2.79721600e-04
 2.32031292e-04 2.62208923e-04 3.33093776e-04 1.86851990e-04
 9.65242652e-05 2.22086412e-04 2.66275747e-04 1.85352299e-04
 1.64002340e-04 1.11237663e-04 5.42829912e-05 7.86181190e-05
 1.01132326e-04 1.15635943e-04 7.01058088e-05 4.55017198e-06]",fear
"[2.09813984e-03 2.74785212e-03 3.11476993e-03 3.92961502e-03
 8.45392793e-03 1.01903891e-02 5.21093048e-02 1.10525405e+00
 4.10354090e+00 3.31408768e+01 3.64715843e+01 2.15694542e+01
 1.10092888e+01 4.47353095e-01 1.79624289e-01 1.26251623e-01
 5.33861279e-01 9.30399597e-01 1.64287722e+00 7.88862085e+00
 1.63892193e+01 9.79825115e+00 2.83695483e+00 2.87401652e+00
 8.44941807e+00 5.15270853e+00 2.06698132e+00 1.84653962e+00
 1.20901763e+00 2.75253981e-01 3.50235909e-01 8.11304569e-01
 1.14936292e+00 5.22086263e-01 1.25901118e-01 3.05823505e-01
 1.72827423e+00 2.69786692e+00 1.30708516e+00 4.87711042e-01
 5.36609221e+00 4.76156378e+00 6.31307065e-01 4.52095300e-01
 4.37634349e-01 6.44016922e-01 5.19086242e-01 5.19220114e-01
 6.64916158e-01 1.49828696e+00 5.18664241e-01 1.17387764e-01
 8.20307359e-02 1.27106518e-01 3.55535030e-01 1.57869861e-01
 7.88931027e-02 9.10587981e-02 5.59755862e-02 1.76820800e-01
 4.36217427e-01 3.88351560e-01 2.28904635e-02 2.01469794e-01
 1.37182200e+00 1.44243348e+00 4.07193005e-01 1.21812008e-01
 1.74064353e-01 5.16536951e-01 6.26788080e-01 1.05912313e-01
 1.04801722e-01 1.51046157e-01 7.31763020e-02 2.07082536e-02
 1.26711344e-02 3.18458527e-02 4.53156792e-02 1.86684579e-02
 4.05704789e-02 3.27751413e-02 2.12468933e-02 2.13627629e-02
 2.96679195e-02 1.32611385e-02 9.97925922e-03 7.01514911e-03
 1.43000213e-02 2.78470051e-02 4.72175702e-02 3.91907319e-02
 1.08656539e-02 3.46798822e-03 3.27580795e-03 3.67239630e-03
 2.75069824e-03 1.90185197e-03 2.07575830e-03 2.33686063e-03
 4.59254161e-03 4.88186395e-03 6.16865931e-03 4.10523731e-03
 3.58112319e-03 4.04118653e-03 9.19230655e-03 1.00845210e-02
 5.84507361e-03 1.05304988e-02 1.38050858e-02 6.81182882e-03
 3.00886109e-03 4.85105766e-03 4.76212893e-03 3.86415259e-03
 4.85148979e-03 2.91063148e-03 2.15185294e-03 2.25202134e-03
 4.15983424e-03 1.85813429e-03 9.95675451e-04 4.45705547e-04
 8.09608435e-04 1.40645204e-03 1.16929878e-03 1.52586741e-04]",fear
